Title:  Solar Radiation of All station during year 1961 to 2017

SL.	Station	Year	Month	Decade	Solar Radiation
19010	Faridpur (11505)	2003	April	2	223.27
19011	Faridpur (11505)	2003	April	3	246.28
19012	Faridpur (11505)	2003	May	1	218.80
19013	Faridpur (11505)	2003	May	2	267.28
19014	Faridpur (11505)	2003	May	3	246.56
19015	Faridpur (11505)	2003	June	1	191.37
19016	Faridpur (11505)	2003	June	2	172.23
19017	Faridpur (11505)	2003	June	3	130.91
19018	Faridpur (11505)	2003	July	1	190.46
19019	Faridpur (11505)	2003	July	2	225.22
19020	Faridpur (11505)	2003	July	3	194.58
19021	Faridpur (11505)	2003	August	1	223.66
19022	Faridpur (11505)	2003	August	2	195.56
19023	Faridpur (11505)	2003	August	3	228.96
19024	Faridpur (11505)	2003	September	1	206.78
19025	Faridpur (11505)	2003	September	2	140.48
19026	Faridpur (11505)	2003	September	3	144.16
19027	Faridpur (11505)	2003	October	1	122.07
19028	Faridpur (11505)	2003	October	2	169.95
19029	Faridpur (11505)	2003	October	3	159.00
19030	Faridpur (11505)	2003	November	1	179.98
19031	Faridpur (11505)	2003	November	2	180.95
19032	Faridpur (11505)	2003	November	3	167.13
19033	Faridpur (11505)	2003	December	1	144.75
19034	Faridpur (11505)	2003	December	2	116.34
19035	Faridpur (11505)	2003	December	3	151.82
19036	Faridpur (11505)	2004	January	1	103.17
19037	Faridpur (11505)	2004	January	2	137.58
19038	Faridpur (11505)	2004	January	3	161.43
19039	Faridpur (11505)	2004	February	1	170.27
19040	Faridpur (11505)	2004	February	2	192.44
19041	Faridpur (11505)	2004	February	3	171.39
19042	Faridpur (11505)	2004	March	1	192.61
19043	Faridpur (11505)	2004	March	2	209.86
19044	Faridpur (11505)	2004	March	3	225.33
19045	Faridpur (11505)	2004	April	1	210.34
19046	Faridpur (11505)	2004	April	2	215.90
19047	Faridpur (11505)	2004	April	3	225.94
19048	Faridpur (11505)	2004	May	1	259.75
19049	Faridpur (11505)	2004	May	2	235.37
19050	Faridpur (11505)	2004	May	3	240.76
19051	Faridpur (11505)	2004	June	1	213.59
19052	Faridpur (11505)	2004	June	2	133.01
19053	Faridpur (11505)	2004	June	3	187.52
19054	Faridpur (11505)	2004	July	1	165.18
19055	Faridpur (11505)	2004	July	2	161.58
19056	Faridpur (11505)	2004	July	3	240.65
19057	Faridpur (11505)	2004	August	1	207.38
19058	Faridpur (11505)	2004	August	2	207.88
19059	Faridpur (11505)	2004	August	3	205.18
19060	Faridpur (11505)	2004	September	1	156.85
19061	Faridpur (11505)	2004	September	2	142.54
19062	Faridpur (11505)	2004	September	3	147.19
19063	Faridpur (11505)	2004	October	1	146.62
19064	Faridpur (11505)	2004	October	2	187.58
19065	Faridpur (11505)	2004	October	3	211.76
19066	Faridpur (11505)	2004	November	1	184.67
19067	Faridpur (11505)	2004	November	2	155.91
19068	Faridpur (11505)	2004	November	3	155.66
19069	Faridpur (11505)	2004	December	1	163.75
19070	Faridpur (11505)	2004	December	2	145.38
19071	Faridpur (11505)	2004	December	3	143.23
19072	Faridpur (11505)	2005	January	1	147.14
19073	Faridpur (11505)	2005	January	2	139.52
19074	Faridpur (11505)	2005	January	3	155.48
19075	Faridpur (11505)	2005	February	1	167.92
19076	Faridpur (11505)	2005	February	2	181.97
19077	Faridpur (11505)	2005	February	3	167.07
19078	Faridpur (11505)	2005	March	1	205.99
19079	Faridpur (11505)	2005	March	2	186.45
19080	Faridpur (11505)	2005	March	3	212.42
19081	Faridpur (11505)	2005	April	1	233.04
19082	Faridpur (11505)	2005	April	2	235.75
19083	Faridpur (11505)	2005	April	3	244.68
19084	Faridpur (11505)	2005	May	1	215.77
19085	Faridpur (11505)	2005	May	2	233.92
19086	Faridpur (11505)	2005	May	3	266.52
19087	Faridpur (11505)	2005	June	1	252.34
19088	Faridpur (11505)	2005	June	2	203.51
19089	Faridpur (11505)	2005	June	3	155.97
19090	Faridpur (11505)	2005	July	1	161.25
19091	Faridpur (11505)	2005	July	2	145.87
19092	Faridpur (11505)	2005	July	3	235.57
19093	Faridpur (11505)	2005	August	1	155.45
19094	Faridpur (11505)	2005	August	2	168.89
19095	Faridpur (11505)	2005	August	3	171.51
19096	Faridpur (11505)	2005	September	1	179.84
19097	Faridpur (11505)	2005	September	2	191.31
19098	Faridpur (11505)	2005	September	3	148.36
19099	Faridpur (11505)	2005	October	1	158.90
19100	Faridpur (11505)	2005	October	2	135.37
19101	Faridpur (11505)	2005	October	3	153.63
19102	Faridpur (11505)	2005	November	1	167.54
19103	Faridpur (11505)	2005	November	2	168.22
19104	Faridpur (11505)	2005	November	3	146.90
19105	Faridpur (11505)	2005	December	1	164.39
19106	Faridpur (11505)	2005	December	2	152.84
19107	Faridpur (11505)	2005	December	3	162.09
19108	Faridpur (11505)	2006	January	1	130.84
19109	Faridpur (11505)	2006	January	2	144.59
19110	Faridpur (11505)	2006	January	3	183.35
19111	Faridpur (11505)	2006	February	1	169.05
19112	Faridpur (11505)	2006	February	2	168.83
19113	Faridpur (11505)	2006	February	3	153.57
19114	Faridpur (11505)	2006	March	1	195.11
19115	Faridpur (11505)	2006	March	2	195.20
19116	Faridpur (11505)	2006	March	3	227.32
19117	Faridpur (11505)	2006	April	1	184.75
19118	Faridpur (11505)	2006	April	2	205.06
19119	Faridpur (11505)	2006	April	3	252.47
19120	Faridpur (11505)	2006	May	1	227.97
19121	Faridpur (11505)	2006	May	2	240.02
19122	Faridpur (11505)	2006	May	3	221.01
19123	Faridpur (11505)	2006	June	1	151.78
19124	Faridpur (11505)	2006	June	2	195.69
19125	Faridpur (11505)	2006	June	3	196.98
19126	Faridpur (11505)	2006	July	1	159.97
19127	Faridpur (11505)	2006	July	2	180.52
19128	Faridpur (11505)	2006	July	3	217.06
19129	Faridpur (11505)	2006	August	1	195.65
19130	Faridpur (11505)	2006	August	2	231.55
19131	Faridpur (11505)	2006	August	3	191.31
19132	Faridpur (11505)	2006	September	1	193.41
19133	Faridpur (11505)	2006	September	2	181.18
19134	Faridpur (11505)	2006	September	3	154.11
19135	Faridpur (11505)	2006	October	1	186.58
19136	Faridpur (11505)	2006	October	2	156.95
19137	Faridpur (11505)	2006	October	3	176.66
19138	Faridpur (11505)	2006	November	1	110.04
19139	Faridpur (11505)	2006	November	2	153.47
19140	Faridpur (11505)	2006	November	3	147.80
19141	Faridpur (11505)	2006	December	1	131.26
19142	Faridpur (11505)	2006	December	2	124.21
19143	Faridpur (11505)	2006	December	3	125.67
19144	Faridpur (11505)	2007	January	1	106.48
19145	Faridpur (11505)	2007	January	2	129.12
19146	Faridpur (11505)	2007	January	3	153.03
19147	Faridpur (11505)	2007	February	1	105.51
19148	Faridpur (11505)	2007	February	2	167.21
19149	Faridpur (11505)	2007	February	3	146.73
19150	Faridpur (11505)	2007	March	1	195.22
19151	Faridpur (11505)	2007	March	2	202.95
19152	Faridpur (11505)	2007	March	3	236.03
19153	Faridpur (11505)	2007	April	1	209.19
19154	Faridpur (11505)	2007	April	2	201.41
19155	Faridpur (11505)	2007	April	3	214.51
19156	Faridpur (11505)	2007	May	1	236.14
19157	Faridpur (11505)	2007	May	2	208.25
19158	Faridpur (11505)	2007	May	3	282.49
19159	Faridpur (11505)	2007	June	1	180.03
19160	Faridpur (11505)	2007	June	2	178.45
19161	Faridpur (11505)	2007	June	3	202.23
19162	Faridpur (11505)	2007	July	1	167.64
19163	Faridpur (11505)	2007	July	2	195.37
19164	Faridpur (11505)	2007	July	3	155.63
19165	Faridpur (11505)	2007	August	1	220.72
19166	Faridpur (11505)	2007	August	2	161.35
19167	Faridpur (11505)	2007	August	3	220.98
19168	Faridpur (11505)	2007	September	1	132.78
19169	Faridpur (11505)	2007	September	2	174.26
19170	Faridpur (11505)	2007	September	3	146.11
19171	Faridpur (11505)	2007	October	1	146.73
19172	Faridpur (11505)	2007	October	2	147.09
19173	Faridpur (11505)	2007	October	3	201.80
19174	Faridpur (11505)	2007	November	1	144.23
19175	Faridpur (11505)	2007	November	2	145.66
19176	Faridpur (11505)	2007	November	3	161.64
19177	Faridpur (11505)	2007	December	1	143.38
19178	Faridpur (11505)	2007	December	2	138.85
19179	Faridpur (11505)	2007	December	3	130.76
19180	Faridpur (11505)	2008	January	1	139.98
19181	Faridpur (11505)	2008	January	2	122.86
19182	Faridpur (11505)	2008	January	3	108.68
19183	Faridpur (11505)	2008	February	1	127.30
19184	Faridpur (11505)	2008	February	2	158.94
19185	Faridpur (11505)	2008	February	3	173.95
19186	Faridpur (11505)	2008	March	1	174.43
19187	Faridpur (11505)	2008	March	2	194.74
19188	Faridpur (11505)	2008	March	3	219.06
19189	Faridpur (11505)	2008	April	1	230.24
19190	Faridpur (11505)	2008	April	2	244.28
19191	Faridpur (11505)	2008	April	3	266.57
19192	Faridpur (11505)	2008	May	1	246.55
19193	Faridpur (11505)	2008	May	2	233.77
19194	Faridpur (11505)	2008	May	3	246.03
19195	Faridpur (11505)	2008	June	1	186.31
19196	Faridpur (11505)	2008	June	2	160.76
19197	Faridpur (11505)	2008	June	3	178.13
19198	Faridpur (11505)	2008	July	1	142.51
19199	Faridpur (11505)	2008	July	2	131.88
19200	Faridpur (11505)	2008	July	3	243.35
19201	Faridpur (11505)	2008	August	1	203.53
19202	Faridpur (11505)	2008	August	2	154.78
19203	Faridpur (11505)	2008	August	3	203.94
19204	Faridpur (11505)	2008	September	1	190.64
19205	Faridpur (11505)	2008	September	2	180.04
19206	Faridpur (11505)	2008	September	3	176.45
19207	Faridpur (11505)	2008	October	1	154.48
19208	Faridpur (11505)	2008	October	2	204.85
19209	Faridpur (11505)	2008	October	3	160.57
19210	Faridpur (11505)	2008	November	1	186.70
19211	Faridpur (11505)	2008	November	2	167.18
19212	Faridpur (11505)	2008	November	3	160.38
19213	Faridpur (11505)	2008	December	1	147.90
19214	Faridpur (11505)	2008	December	2	99.05
19215	Faridpur (11505)	2008	December	3	119.74
19216	Faridpur (11505)	2009	January	1	138.03
19217	Faridpur (11505)	2009	January	2	141.16
19218	Faridpur (11505)	2009	January	3	154.66
19219	Faridpur (11505)	2009	February	1	180.31
19220	Faridpur (11505)	2009	February	2	193.46
19221	Faridpur (11505)	2009	February	3	145.87
19222	Faridpur (11505)	2009	March	1	191.86
19223	Faridpur (11505)	2009	March	2	184.53
19224	Faridpur (11505)	2009	March	3	216.37
19225	Faridpur (11505)	2009	April	1	222.10
19226	Faridpur (11505)	2009	April	2	234.64
19227	Faridpur (11505)	2009	April	3	243.15
19228	Faridpur (11505)	2009	May	1	235.85
19229	Faridpur (11505)	2009	May	2	201.40
19230	Faridpur (11505)	2009	May	3	247.50
19231	Faridpur (11505)	2009	June	1	215.46
19232	Faridpur (11505)	2009	June	2	229.82
19233	Faridpur (11505)	2009	June	3	198.41
19234	Faridpur (11505)	2009	July	1	163.32
19235	Faridpur (11505)	2009	July	2	228.10
19236	Faridpur (11505)	2009	July	3	169.54
19237	Faridpur (11505)	2009	August	1	166.99
19238	Faridpur (11505)	2009	August	2	151.93
19239	Faridpur (11505)	2009	August	3	218.67
19240	Faridpur (11505)	2009	September	1	159.97
19241	Faridpur (11505)	2009	September	2	168.69
19242	Faridpur (11505)	2009	September	3	169.43
19243	Faridpur (11505)	2009	October	1	146.89
19244	Faridpur (11505)	2009	October	2	178.18
19245	Faridpur (11505)	2009	October	3	213.81
19246	Faridpur (11505)	2009	November	1	156.98
19247	Faridpur (11505)	2009	November	2	140.43
19248	Faridpur (11505)	2009	November	3	148.25
19249	Faridpur (11505)	2009	December	1	121.04
19250	Faridpur (11505)	2009	December	2	108.10
19251	Faridpur (11505)	2009	December	3	142.88
19252	Faridpur (11505)	2010	January	1	137.97
19253	Faridpur (11505)	2010	January	2	101.70
19254	Faridpur (11505)	2010	January	3	183.54
19255	Faridpur (11505)	2010	February	1	160.97
19256	Faridpur (11505)	2010	February	2	170.77
19257	Faridpur (11505)	2010	February	3	139.65
19258	Faridpur (11505)	2010	March	1	203.12
19259	Faridpur (11505)	2010	March	2	214.43
19260	Faridpur (11505)	2010	March	3	226.31
19261	Faridpur (11505)	2010	April	1	218.02
19262	Faridpur (11505)	2010	April	2	227.18
19263	Faridpur (11505)	2010	April	3	228.27
19264	Faridpur (11505)	2010	May	1	235.63
19265	Faridpur (11505)	2010	May	2	246.53
19266	Faridpur (11505)	2010	May	3	210.81
19267	Faridpur (11505)	2010	June	1	209.25
19268	Faridpur (11505)	2010	June	2	175.75
19269	Faridpur (11505)	2010	June	3	152.14
19270	Faridpur (11505)	2010	July	1	221.11
19271	Faridpur (11505)	2010	July	2	187.07
19272	Faridpur (11505)	2010	July	3	196.01
19273	Faridpur (11505)	2010	August	1	243.84
19274	Faridpur (11505)	2010	August	2	167.46
19275	Faridpur (11505)	2010	August	3	199.08
19276	Faridpur (11505)	2010	September	1	191.91
19277	Faridpur (11505)	2010	September	2	155.91
19278	Faridpur (11505)	2010	September	3	159.56
19279	Faridpur (11505)	2010	October	1	161.81
19280	Faridpur (11505)	2010	October	2	180.25
19281	Faridpur (11505)	2010	October	3	181.66
19282	Faridpur (11505)	2010	November	1	165.42
19283	Faridpur (11505)	2010	November	2	148.11
19284	Faridpur (11505)	2010	November	3	152.43
19285	Faridpur (11505)	2010	December	1	109.92
19286	Faridpur (11505)	2010	December	2	145.66
19287	Faridpur (11505)	2010	December	3	161.04
19288	Faridpur (11505)	2011	January	1	136.84
19289	Faridpur (11505)	2011	January	2	118.11
19290	Faridpur (11505)	2011	January	3	160.33
19291	Faridpur (11505)	2011	February	1	177.67
19292	Faridpur (11505)	2011	February	2	168.72
19293	Faridpur (11505)	2011	February	3	156.51
19294	Faridpur (11505)	2011	March	1	194.33
19295	Faridpur (11505)	2011	March	2	188.94
19296	Faridpur (11505)	2011	March	3	193.41
19297	Faridpur (11505)	2011	April	1	202.76
19298	Faridpur (11505)	2011	April	2	238.47
19299	Faridpur (11505)	2011	April	3	232.60
19300	Faridpur (11505)	2011	May	1	235.33
19301	Faridpur (11505)	2011	May	2	212.72
19302	Faridpur (11505)	2011	May	3	238.23
19303	Faridpur (11505)	2011	June	1	241.49
19304	Faridpur (11505)	2011	June	2	154.35
19305	Faridpur (11505)	2011	June	3	136.66
19306	Faridpur (11505)	2011	July	1	181.36
19307	Faridpur (11505)	2011	July	2	176.04
19308	Faridpur (11505)	2011	July	3	245.93
19309	Faridpur (11505)	2011	August	1	134.90
19310	Faridpur (11505)	2011	August	2	163.88
19311	Faridpur (11505)	2011	August	3	202.24
19312	Faridpur (11505)	2011	September	1	177.27
19313	Faridpur (11505)	2011	September	2	164.94
19314	Faridpur (11505)	2011	September	3	187.90
19315	Faridpur (11505)	2011	October	1	183.33
19316	Faridpur (11505)	2011	October	2	181.90
19317	Faridpur (11505)	2011	October	3	187.72
19318	Faridpur (11505)	2011	November	1	152.14
19319	Faridpur (11505)	2011	November	2	140.72
19320	Faridpur (11505)	2011	November	3	156.74
19321	Faridpur (11505)	2011	December	1	132.49
19322	Faridpur (11505)	2011	December	2	94.64
19323	Faridpur (11505)	2011	December	3	127.90
19324	Faridpur (11505)	2012	January	1	91.46
19325	Faridpur (11505)	2012	January	2	130.36
19326	Faridpur (11505)	2012	January	3	178.06
19327	Faridpur (11505)	2012	February	1	172.11
19328	Faridpur (11505)	2012	February	2	169.48
19329	Faridpur (11505)	2012	February	3	183.22
19330	Faridpur (11505)	2012	March	1	191.03
19331	Faridpur (11505)	2012	March	2	195.51
19332	Faridpur (11505)	2012	March	3	239.43
19333	Faridpur (11505)	2012	April	1	188.53
19334	Faridpur (11505)	2012	April	2	240.04
19335	Faridpur (11505)	2012	April	3	245.22
19336	Faridpur (11505)	2012	May	1	197.53
19337	Faridpur (11505)	2012	May	2	168.35
19338	Faridpur (11505)	2012	May	3	143.22
19339	Faridpur (11505)	2012	June	1	205.63
19340	Faridpur (11505)	2012	June	2	229.85
19341	Faridpur (11505)	2012	June	3	164.26
19342	Faridpur (11505)	2012	July	1	195.36
19343	Faridpur (11505)	2012	July	2	168.44
19344	Faridpur (11505)	2012	July	3	217.07
19345	Faridpur (11505)	2012	August	1	193.49
19346	Faridpur (11505)	2012	August	2	185.56
19347	Faridpur (11505)	2012	August	3	184.27
19348	Faridpur (11505)	2012	September	1	165.76
19349	Faridpur (11505)	2012	September	2	167.69
19350	Faridpur (11505)	2012	September	3	185.28
19351	Faridpur (11505)	2012	October	1	153.72
19352	Faridpur (11505)	2012	October	2	168.11
19353	Faridpur (11505)	2012	October	3	215.92
19354	Faridpur (11505)	2012	November	1	119.24
19355	Faridpur (11505)	2012	November	2	166.07
19356	Faridpur (11505)	2012	November	3	159.31
19357	Faridpur (11505)	2012	December	1	136.45
19358	Faridpur (11505)	2012	December	2	95.56
19359	Faridpur (11505)	2012	December	3	127.18
19360	Faridpur (11505)	2013	January	1	106.48
19361	Faridpur (11505)	2013	January	2	141.10
19362	Faridpur (11505)	2013	January	3	167.83
19363	Faridpur (11505)	2013	February	1	162.14
19364	Faridpur (11505)	2013	February	2	161.15
19365	Faridpur (11505)	2013	February	3	168.11
19366	Faridpur (11505)	2013	March	1	213.70
19367	Faridpur (11505)	2013	March	2	186.08
19368	Faridpur (11505)	2013	March	3	226.40
19369	Faridpur (11505)	2013	April	1	228.06
19370	Faridpur (11505)	2013	April	2	204.34
19371	Faridpur (11505)	2013	April	3	197.33
19372	Faridpur (11505)	2013	May	1	197.77
19373	Faridpur (11505)	2013	May	2	167.41
19374	Faridpur (11505)	2013	May	3	143.10
19375	Faridpur (11505)	2013	June	1	205.41
19376	Faridpur (11505)	2013	June	2	229.84
19377	Faridpur (11505)	2013	June	3	163.79
19378	Faridpur (11505)	2013	July	1	192.54
19379	Faridpur (11505)	2013	July	2	186.58
19380	Faridpur (11505)	2013	July	3	198.74
19381	Faridpur (11505)	2013	August	1	172.91
19382	Faridpur (11505)	2013	August	2	145.65
19383	Faridpur (11505)	2013	August	3	185.36
19384	Faridpur (11505)	2013	September	1	136.90
19385	Faridpur (11505)	2013	September	2	186.17
19386	Faridpur (11505)	2013	September	3	146.82
19387	Faridpur (11505)	2013	October	1	122.80
19388	Faridpur (11505)	2013	October	2	166.18
19389	Faridpur (11505)	2013	October	3	145.44
19390	Faridpur (11505)	2013	November	1	170.49
19391	Faridpur (11505)	2013	November	2	175.01
19392	Faridpur (11505)	2013	November	3	159.37
19393	Faridpur (11505)	2013	December	1	142.39
19394	Faridpur (11505)	2013	December	2	128.72
19395	Faridpur (11505)	2013	December	3	108.05
19396	Faridpur (11505)	2014	January	1	112.55
19397	Faridpur (11505)	2014	January	2	97.32
19398	Faridpur (11505)	2014	January	3	153.65
19399	Faridpur (11505)	2014	February	1	154.73
19400	Faridpur (11505)	2014	February	2	154.97
19401	Faridpur (11505)	2014	February	3	136.14
19402	Faridpur (11505)	2014	March	1	192.64
19403	Faridpur (11505)	2014	March	2	209.63
19404	Faridpur (11505)	2014	March	3	233.94
19405	Faridpur (11505)	2014	April	1	211.36
19406	Faridpur (11505)	2014	April	2	234.62
19407	Faridpur (11505)	2014	April	3	242.16
19408	Faridpur (11505)	2014	May	1	214.33
19409	Faridpur (11505)	2014	May	2	231.71
19410	Faridpur (11505)	2014	May	3	182.37
19411	Faridpur (11505)	2014	June	1	181.62
19412	Faridpur (11505)	2014	June	2	165.37
19413	Faridpur (11505)	2014	June	3	125.64
19414	Faridpur (11505)	2014	July	1	160.44
19415	Faridpur (11505)	2014	July	2	167.10
19416	Faridpur (11505)	2014	July	3	180.21
19417	Faridpur (11505)	2014	August	1	180.52
19418	Faridpur (11505)	2014	August	2	136.79
19419	Faridpur (11505)	2014	August	3	164.66
19420	Faridpur (11505)	2014	September	1	202.28
19421	Faridpur (11505)	2014	September	2	181.60
19422	Faridpur (11505)	2014	September	3	147.27
19423	Faridpur (11505)	2014	October	1	202.49
19424	Faridpur (11505)	2014	October	2	171.81
19425	Faridpur (11505)	2014	October	3	179.38
19426	Faridpur (11505)	2014	November	1	177.39
19427	Faridpur (11505)	2014	November	2	155.02
19428	Faridpur (11505)	2014	November	3	125.93
19429	Faridpur (11505)	2014	December	1	105.26
19430	Faridpur (11505)	2014	December	2	105.17
19431	Faridpur (11505)	2014	December	3	115.48
19432	Faridpur (11505)	2015	January	1	93.54
19433	Faridpur (11505)	2015	January	2	124.15
19434	Faridpur (11505)	2015	January	3	163.03
19435	Faridpur (11505)	2015	February	1	152.94
19436	Faridpur (11505)	2015	February	2	142.78
19437	Faridpur (11505)	2015	February	3	128.43
19438	Faridpur (11505)	2015	March	1	199.20
19439	Faridpur (11505)	2015	March	2	219.91
19440	Faridpur (11505)	2015	March	3	227.10
19441	Faridpur (11505)	2015	April	1	194.56
19442	Faridpur (11505)	2015	April	2	197.67
19443	Faridpur (11505)	2015	April	3	188.83
19444	Faridpur (11505)	2015	May	1	211.78
19445	Faridpur (11505)	2015	May	2	211.45
19446	Faridpur (11505)	2015	May	3	226.76
19447	Faridpur (11505)	2015	June	1	228.71
19448	Faridpur (11505)	2015	June	2	177.18
